mes,temperatura_c,umidade_relativa,velocidade_vento_kmh,precipitacao_mm,dias_sem_chuva,ndvi,indice_fwi,latitude,longitude,altitude_m,tipo_cobertura,ocorrencia_foco
2,29.9,52.9,3.4,2.9,4,0.47,12.5,-5.2206,-70.7854,642.0,agricultura,0
2,33.5,68.2,14.6,2.4,2,0.434,15.5,-22.0407,-63.8538,207.0,agricultura,0
5,34.1,52.8,1.7,2.3,14,0.409,18.9,4.6828,-37.7784,389.0,pastagem,1
10,28.3,76.6,24.6,11.2,7,0.628,16.3,-24.249,-34.6653,211.0,agricultura,0
7,29.3,44.4,7.1,1.1,21,0.394,22.7,-29.2955,-72.5242,79.0,pastagem,1
6,33.0,37.0,4.8,2.8,16,0.469,21.4,-10.8074,-63.7303,499.0,agricultura,0
3,28.1,69.5,27.1,1.2,2,0.578,16.9,-17.379,-65.8772,631.0,agricultura,0
7,27.5,24.3,9.8,11.3,13,0.538,18.1,-1.4495,-53.3837,332.0,agricultura,1
8,30.8,15.9,10.1,4.5,8,0.666,19.1,-13.393,-55.6509,943.0,agricultura,1
12,26.7,65.2,7.2,1.2,6,0.293,12.6,-23.3028,-34.7404,636.0,urbano,1
9,34.7,25.9,7.5,1.1,6,0.724,19.1,-13.0765,-59.8425,166.0,floresta,0
8,34.8,37.2,1.5,3.4,13,0.654,19.6,-0.1871,-50.2872,326.0,cerrado,1
11,25.7,61.4,14.5,0.6,2,0.396,12.7,-24.0012,-42.1759,103.0,cerrado,0
6,34.9,41.0,2.8,1.5,14,0.612,20.6,-28.3979,-73.3967,805.0,cerrado,1
12,27.3,71.3,19.5,0.9,7,0.448,16.7,0.1762,-42.3824,707.0,agricultura,0
5,21.5,48.0,4.1,0.7,13,0.828,14.1,-0.2553,-46.2869,489.0,floresta,0
2,26.1,62.3,10.8,3.4,9,0.707,14.7,-0.6835,-37.6415,515.0,cerrado,0
6,37.3,32.7,6.3,0.8,17,0.316,25.0,-22.5836,-35.4422,505.0,pastagem,0
2,21.3,61.3,7.2,0.2,2,0.574,8.7,-2.7483,-51.3375,593.0,agricultura,0
2,28.5,52.8,8.4,5.7,5,0.617,13.2,-23.234,-44.6384,605.0,cerrado,0
11,34.3,57.6,12.9,24.9,3,0.253,12.1,-9.4107,-34.5311,206.0,urbano,0
10,25.0,91.4,26.6,4.4,5,0.472,14.7,-28.393,-40.2648,104.0,cerrado,0
3,28.0,62.2,7.1,28.2,0,0.773,5.0,-17.0599,-50.7302,714.0,floresta,0
11,22.8,65.4,1.2,0.0,3,0.473,7.8,1.4813,-68.1323,846.0,cerrado,1
1,34.5,51.5,22.9,1.7,7,0.534,22.2,-32.2426,-59.1485,851.0,agricultura,1
4,27.7,72.2,16.0,1.6,4,0.676,14.1,-27.1575,-38.931,1052.0,floresta,0
9,33.2,47.1,3.9,1.8,14,0.745,19.7,-8.7106,-70.6674,1021.0,floresta,0
4,33.4,69.2,3.3,4.5,6,0.6,13.5,-2.792,-38.5246,687.0,cerrado,1
9,35.6,40.6,13.3,1.0,7,0.391,20.7,-16.3916,-48.7654,244.0,pastagem,1
11,24.5,72.4,11.7,11.3,3,0.518,8.9,-4.0256,-41.6118,99.0,cerrado,0
1,25.4,75.3,31.1,4.7,6,0.707,17.8,3.9838,-57.9137,291.0,floresta,0
1,30.0,63.4,14.6,9.6,3,0.571,13.3,-6.5717,-61.7315,65.0,cerrado,0
12,25.5,58.6,5.9,22.1,3,0.439,6.5,-16.1709,-35.2174,860.0,pastagem,0
7,24.5,48.7,4.8,3.5,10,0.491,13.6,-9.0533,-50.4155,119.0,cerrado,1
7,32.8,27.2,10.5,0.3,9,0.4,20.7,-21.3521,-46.585,441.0,pastagem,1
6,27.1,29.4,1.6,9.9,12,0.213,14.9,-29.3659,-36.9119,418.0,urbano,0
6,39.5,37.4,2.3,2.4,7,0.415,19.1,-27.4851,-55.0101,858.0,agricultura,0
9,33.7,17.1,3.5,1.1,15,0.496,22.5,-16.3718,-70.7138,581.0,agricultura,1
7,29.4,47.9,5.8,0.2,11,0.553,17.3,-22.2355,-64.0655,257.0,cerrado,0
2,25.2,48.4,9.7,5.0,4,0.462,12.1,-31.3041,-49.0661,455.0,pastagem,0
8,25.4,32.3,15.2,0.6,19,0.508,23.4,-18.6392,-43.4811,434.0,cerrado,1
9,28.6,35.4,23.8,0.2,12,0.498,23.7,-0.6129,-53.7591,168.0,pastagem,1
2,32.1,60.5,20.8,1.0,4,0.857,18.5,-29.9118,-48.3418,358.0,floresta,0
5,41.9,33.9,18.6,0.1,3,0.502,23.8,1.2775,-46.738,774.0,pastagem,1
10,30.9,59.2,7.0,3.0,4,0.467,13.5,-26.9453,-72.3294,477.0,pastagem,0
8,32.6,37.3,5.0,1.2,9,0.336,18.1,-15.5591,-54.98,341.0,pastagem,1
2,26.3,54.6,13.1,7.1,5,0.684,13.3,0.8638,-38.9165,491.0,cerrado,0
1,24.2,50.7,13.7,7.9,3,0.555,11.6,-30.0643,-71.6128,126.0,cerrado,0
7,41.2,51.0,3.8,0.7,14,0.575,23.2,-10.7706,-47.0114,850.0,cerrado,1
6,32.2,12.7,8.3,0.9,19,0.394,25.7,-4.4253,-51.9399,1293.0,pastagem,1
12,36.5,57.5,4.6,5.8,3,0.533,14.4,-11.104,-45.2297,67.0,cerrado,0
7,38.6,32.4,2.2,0.3,16,0.544,23.9,-31.4455,-38.348,30.0,pastagem,1
12,21.0,65.0,12.4,9.2,7,0.513,10.5,-12.2545,-38.4668,450.0,pastagem,0
3,25.3,42.5,18.3,3.2,4,0.755,15.5,-27.388,-41.0924,94.0,floresta,1
6,30.3,32.0,29.2,3.2,14,0.672,26.8,-17.6148,-56.6928,441.0,cerrado,1
2,27.7,58.8,8.8,5.2,3,0.369,11.7,-24.4817,-66.8768,495.0,pastagem,0
7,32.8,50.8,1.8,1.1,16,0.316,19.7,-4.2559,-45.2557,629.0,pastagem,1
3,40.0,64.0,32.6,13.6,3,0.396,22.3,-2.3268,-43.8554,437.0,cerrado,0
6,28.7,23.8,34.6,0.1,13,0.844,28.3,-25.1506,-68.0509,14.0,floresta,1
5,33.9,32.2,55.8,2.0,16,0.144,37.6,-8.6338,-44.3671,1073.0,urbano,1
3,30.5,70.6,41.6,18.9,2,0.539,18.7,-2.3246,-44.3575,600.0,cerrado,1
2,28.0,45.6,11.9,5.5,6,0.868,15.1,-16.4373,-52.3113,244.0,floresta,0
7,33.4,37.1,10.0,1.3,14,0.526,22.4,1.8503,-39.7515,285.0,agricultura,0
12,23.8,59.9,17.0,11.0,2,0.455,10.7,-24.716,-37.9107,274.0,cerrado,0
3,28.4,55.4,2.7,2.4,3,0.68,11.0,-28.1965,-66.8646,169.0,cerrado,1
5,35.0,70.3,5.5,1.0,17,0.477,21.1,-27.1814,-66.967,438.0,agricultura,0
3,29.3,55.0,8.9,0.8,3,0.495,13.6,1.6867,-70.2957,288.0,agricultura,0
10,30.3,65.4,21.3,2.2,2,0.493,16.2,-9.4316,-37.1953,696.0,cerrado,0
5,38.7,28.8,22.0,2.6,12,0.361,27.7,-28.5653,-67.4187,503.0,pastagem,1
12,31.7,66.3,9.3,3.5,6,0.568,15.0,-18.2182,-52.6012,1533.0,cerrado,0
3,28.3,70.4,3.0,1.4,7,0.335,12.1,-21.3586,-70.2872,213.0,pastagem,0
1,23.3,52.9,18.1,14.1,3,0.493,11.1,0.3257,-50.3378,771.0,agricultura,0
7,30.6,37.3,2.8,3.8,12,0.627,17.5,-19.5271,-57.0751,241.0,agricultura,0
8,32.1,27.3,6.4,0.5,18,0.84,23.6,-29.7478,-64.6786,320.0,floresta,1
12,29.0,46.3,11.8,12.4,1,0.796,11.6,-32.5829,-46.7776,128.0,floresta,0
11,26.1,72.4,2.4,8.4,6,0.362,9.0,-11.2931,-55.2165,342.0,pastagem,0
11,24.3,53.4,5.2,5.8,4,0.445,9.8,-27.2612,-54.4355,181.0,pastagem,0
8,28.2,9.0,20.1,6.0,9,0.136,21.7,4.7227,-35.2981,1790.0,urbano,1
5,26.4,59.2,17.0,2.0,19,0.895,22.2,1.4561,-61.4086,514.0,floresta,1
6,32.1,28.4,3.4,0.6,19,0.162,23.1,-13.2489,-34.2924,609.0,urbano,1
2,22.1,57.0,12.9,3.1,4,0.717,11.5,-6.4217,-40.453,297.0,floresta,0
6,29.0,57.7,1.7,2.4,19,0.763,18.8,-25.4483,-67.5693,1401.0,floresta,1
5,31.4,36.3,15.8,5.9,10,0.437,20.4,-32.23,-59.9217,829.0,agricultura,0
1,22.7,58.0,5.7,6.8,6,0.469,9.7,-31.9979,-61.4239,558.0,pastagem,0
3,29.5,45.3,8.5,5.8,5,0.696,14.2,-11.4603,-44.7652,297.0,cerrado,0
7,36.0,18.4,10.8,3.2,11,0.451,23.2,-26.5487,-63.3668,1176.0,pastagem,1
5,30.8,36.0,3.6,2.7,14,0.476,19.1,-5.8388,-62.8177,519.0,cerrado,1
12,26.3,64.4,5.3,14.5,4,0.187,8.3,-6.322,-44.5533,540.0,urbano,0
6,35.1,41.7,29.9,1.4,17,0.398,30.3,3.567,-42.9775,645.0,agricultura,1
12,25.1,54.2,8.0,7.4,5,0.68,11.2,-3.6705,-44.608,1029.0,pastagem,1
8,29.9,38.2,11.2,1.3,13,0.694,20.6,-11.5827,-54.1562,1003.0,cerrado,1
1,32.8,38.0,11.4,0.8,2,0.88,16.6,-19.8631,-44.2493,217.0,floresta,0
3,31.5,65.5,24.2,1.1,5,0.56,19.4,3.3923,-50.3578,506.0,agricultura,0
9,35.4,39.9,17.8,0.6,12,0.767,24.6,-25.9093,-39.7029,442.0,floresta,1
7,36.7,61.7,3.8,0.2,16,0.769,21.5,-25.4107,-45.7125,519.0,floresta,0
4,20.1,60.1,26.3,5.6,4,0.432,13.9,-9.0399,-49.4769,925.0,pastagem,0
7,38.4,26.7,33.0,3.4,18,0.69,33.9,4.5,-49.2432,1124.0,agricultura,1
11,29.6,59.4,3.7,2.5,5,0.535,12.5,-29.8472,-62.282,222.0,cerrado,1
5,37.0,34.1,7.6,0.1,13,0.405,23.3,4.6159,-50.3335,278.0,pastagem,1
1,29.5,65.2,9.2,1.8,4,0.192,13.4,-18.0862,-34.9962,339.0,urbano,0
4,28.2,60.3,7.8,3.5,6,0.591,13.4,-8.7179,-36.1486,942.0,cerrado,1
12,26.9,44.9,15.8,10.6,5,0.501,14.3,-6.9937,-69.1699,872.0,floresta,0
10,29.5,40.4,8.5,5.1,5,0.581,14.7,-11.8326,-58.2494,24.0,cerrado,0
11,26.8,63.2,6.5,5.1,4,0.347,10.8,1.886,-64.9089,563.0,cerrado,1
11,31.5,76.6,16.4,7.8,3,0.618,13.9,-20.7215,-43.1091,117.0,agricultura,0
2,21.7,61.0,1.2,12.2,5,0.412,6.2,-5.0559,-51.5945,352.0,cerrado,0
4,25.8,69.8,11.9,19.0,3,0.386,8.3,-12.3509,-38.5143,73.0,pastagem,0
1,36.2,72.2,14.5,2.5,3,0.297,16.8,-3.8592,-68.8634,420.0,pastagem,0
1,25.5,63.2,25.2,4.6,3,0.594,15.4,-0.1268,-49.1571,429.0,pastagem,0
11,27.0,50.2,10.6,2.5,6,0.779,14.6,-18.1381,-54.6155,214.0,floresta,0
12,24.5,62.3,1.9,7.4,3,0.95,7.5,-32.5989,-50.5621,410.0,floresta,0
2,29.3,74.5,11.1,0.3,12,0.939,17.5,-3.0718,-41.3463,338.0,floresta,0
9,30.1,44.4,1.7,7.1,12,0.65,15.8,-27.9334,-40.2033,497.0,cerrado,1
7,32.3,47.0,13.4,2.5,8,0.668,19.0,-22.3264,-73.9937,48.0,floresta,1
1,31.4,54.4,22.3,7.0,2,0.793,16.9,-11.1533,-39.8168,175.0,floresta,0
11,25.2,57.6,9.5,1.9,8,0.559,14.0,-25.8574,-34.7835,569.0,pastagem,0
11,31.2,58.6,8.5,3.0,8,0.581,16.1,-0.5018,-43.3494,263.0,cerrado,0
7,36.3,37.4,17.5,0.2,9,0.52,23.7,-22.2606,-66.1448,149.0,cerrado,1
9,37.2,52.0,13.1,0.5,16,0.578,25.2,-20.4698,-62.1286,186.0,cerrado,1
5,33.6,9.8,16.6,3.7,12,0.816,24.9,-5.5199,-70.0545,1255.0,floresta,1
10,41.0,60.4,41.1,0.4,3,0.332,28.2,-28.5967,-34.4372,96.0,pastagem,1
6,37.2,37.0,6.8,8.3,8,0.505,18.8,-7.9222,-57.4236,213.0,cerrado,1
12,29.3,43.5,14.1,14.4,3,0.502,13.2,-31.9599,-37.8981,458.0,pastagem,0
1,24.5,68.1,26.6,6.8,4,0.62,15.1,-6.8069,-43.2069,440.0,cerrado,0
3,27.6,51.3,26.9,1.6,3,0.799,18.3,-17.9103,-59.8191,394.0,floresta,1
12,33.7,55.7,15.1,9.6,4,0.467,16.1,-3.9728,-63.6325,226.0,agricultura,0
4,34.8,82.2,8.2,8.7,4,0.765,12.9,-31.0448,-55.7843,280.0,floresta,0
4,33.9,72.1,16.4,2.4,4,0.49,16.9,1.5658,-60.6163,339.0,cerrado,0
10,31.1,66.9,16.7,8.0,6,0.442,16.0,-19.7918,-51.732,119.0,pastagem,0
3,23.0,64.6,18.7,3.5,1,0.518,11.5,-18.2132,-72.8158,1182.0,pastagem,0
7,34.9,36.0,4.0,0.1,17,0.644,23.1,-26.4696,-49.0739,243.0,pastagem,1
4,23.0,84.0,32.4,0.9,3,0.404,15.8,-28.1005,-38.5007,741.0,agricultura,0
3,22.1,69.6,26.7,14.0,3,0.651,12.0,-30.9311,-65.0034,468.0,cerrado,0
12,29.0,51.0,9.8,2.8,4,0.531,14.1,-28.9155,-60.2452,556.0,agricultura,0
3,30.1,43.2,24.9,2.0,7,0.422,21.3,-11.9321,-37.5145,534.0,cerrado,1
2,31.6,66.8,9.3,5.6,7,0.542,15.0,-5.3097,-46.132,151.0,cerrado,0
9,35.0,37.3,29.0,0.0,8,0.765,26.1,-29.1206,-73.4569,910.0,floresta,1
11,30.1,42.9,11.0,5.0,3,0.45,14.6,-28.0966,-57.5758,82.0,pastagem,0
2,24.1,65.1,4.8,6.0,5,0.634,9.3,-29.5507,-69.1469,210.0,cerrado,1
9,32.6,34.8,37.5,2.8,12,0.608,29.2,-14.4144,-64.5742,445.0,pastagem,1
7,27.0,44.4,18.2,0.3,8,0.604,18.7,-24.5821,-43.296,330.0,agricultura,0
10,20.0,65.3,8.8,2.4,6,0.567,9.8,-27.4487,-70.5013,221.0,cerrado,0
2,31.0,52.7,30.6,5.8,6,0.476,21.5,-17.0144,-60.7171,857.0,pastagem,1
12,25.0,67.6,16.6,1.3,3,0.666,13.0,-10.4923,-67.6438,596.0,agricultura,0
8,36.5,32.0,7.9,1.9,11,0.415,21.9,-26.242,-43.252,505.0,agricultura,1
11,32.4,54.8,30.9,5.6,6,0.879,22.2,-3.4629,-58.4669,355.0,floresta,0
5,30.5,31.6,18.6,0.0,6,0.358,20.4,-10.3496,-54.7154,592.0,pastagem,1
12,30.4,73.6,13.3,11.9,7,0.078,13.9,-4.1172,-68.5703,741.0,urbano,0
8,30.4,34.6,10.5,0.4,16,0.6,22.6,-20.4746,-37.6935,262.0,cerrado,1
2,20.6,76.5,4.6,5.1,5,0.317,7.0,-18.072,-39.2678,139.0,pastagem,0
12,28.5,81.4,0.7,23.8,5,0.519,5.3,4.2643,-42.4412,117.0,cerrado,0
10,26.1,51.1,17.4,1.6,6,0.61,16.3,-10.0159,-40.7366,961.0,agricultura,1
4,26.2,24.9,3.8,7.8,6,0.427,12.9,-27.2379,-34.1755,164.0,agricultura,1
7,40.9,50.5,4.6,8.7,13,0.344,21.3,-5.8575,-52.4364,166.0,urbano,1
5,26.9,33.9,9.1,2.7,8,0.269,16.2,-4.7377,-39.2812,728.0,pastagem,1
7,34.5,27.6,9.3,4.3,9,0.534,20.3,3.6597,-38.9334,435.0,pastagem,1
12,24.0,52.9,5.2,1.0,5,0.339,11.2,-12.1982,-54.8022,1242.0,pastagem,1
11,31.6,55.0,17.4,18.9,6,0.484,15.1,-10.5987,-66.9346,306.0,agricultura,0
3,29.2,75.6,2.0,0.2,6,0.517,11.7,-21.4018,-51.2868,434.0,agricultura,0
12,29.5,61.9,17.1,8.4,7,0.757,16.2,-11.8493,-42.6024,353.0,floresta,0
6,29.2,53.4,8.3,1.5,8,0.529,15.9,-31.5239,-47.1512,948.0,cerrado,1
9,29.9,43.9,5.0,1.0,12,0.334,17.9,-1.71,-45.3164,404.0,pastagem,1
10,31.7,56.3,2.3,2.7,3,0.893,12.2,-6.599,-66.4743,351.0,floresta,0
6,40.1,33.3,11.9,2.8,10,0.352,24.0,-7.059,-69.8223,377.0,pastagem,1
6,34.9,44.7,3.5,0.6,13,0.402,20.3,-7.1304,-61.7071,25.0,agricultura,1
6,29.4,47.8,3.0,0.9,12,0.542,16.9,-24.739,-52.318,82.0,cerrado,0
11,29.4,72.0,26.4,8.5,4,0.724,16.7,-31.322,-65.4147,197.0,floresta,0
5,42.7,34.9,2.7,4.1,21,0.567,27.5,-12.9419,-66.3011,463.0,agricultura,1
4,28.4,62.1,2.0,4.3,4,0.407,10.4,-12.4743,-34.5858,605.0,pastagem,0
5,38.8,45.0,16.1,5.9,12,0.5,24.3,-0.5799,-43.7792,648.0,agricultura,1
3,25.0,55.4,12.6,5.9,4,0.789,12.2,-7.2209,-59.6042,597.0,floresta,0
5,32.8,24.4,6.4,1.6,10,0.858,19.9,-20.517,-69.0865,544.0,floresta,1
2,30.5,50.3,4.4,41.3,5,0.738,6.0,-13.3099,-67.9778,365.0,floresta,0
2,29.6,57.1,5.5,7.3,5,0.416,12.3,-12.7879,-58.1282,608.0,cerrado,0
9,29.9,45.9,6.6,7.8,14,0.435,17.9,-6.3876,-65.563,361.0,agricultura,1
1,24.8,75.1,14.8,38.6,3,0.541,4.4,-4.3675,-73.0454,1132.0,pastagem,0
7,37.0,21.7,12.1,0.3,6,0.808,21.9,-9.5551,-41.7025,414.0,floresta,1
10,32.8,52.8,7.6,1.9,3,0.75,14.7,-0.5363,-63.5831,191.0,floresta,0
9,39.0,33.7,7.5,0.1,12,0.505,23.7,-20.8692,-39.5734,2014.0,agricultura,1
6,40.2,47.5,16.7,3.0,10,0.759,24.4,-1.8505,-36.3603,46.0,floresta,0
3,28.5,53.7,4.9,10.0,7,0.613,12.3,-31.6579,-54.6455,293.0,cerrado,1
12,26.8,54.8,2.2,2.5,4,0.477,10.6,-1.256,-63.9006,427.0,pastagem,0
11,33.4,43.1,24.5,0.0,5,0.528,22.1,-21.2418,-48.3434,436.0,cerrado,1
8,35.9,43.8,7.6,2.3,15,0.523,22.6,-6.6057,-36.0445,243.0,pastagem,1
2,24.1,58.1,35.0,0.4,3,0.644,18.9,-5.9685,-43.8954,265.0,cerrado,0
1,23.9,52.2,6.7,3.9,5,0.476,11.1,-18.7111,-67.8504,551.0,cerrado,1
4,30.0,56.9,10.1,10.4,2,0.478,11.7,-24.2878,-41.0581,75.0,cerrado,0
2,27.3,73.5,4.6,5.8,5,0.742,10.1,-4.353,-51.4737,490.0,cerrado,0
11,27.9,47.9,12.3,13.7,6,0.83,13.4,-21.3234,-55.6982,996.0,floresta,0
3,32.3,49.9,7.7,3.7,2,0.334,13.9,-20.7107,-66.7151,353.0,urbano,0
4,31.0,75.0,8.4,2.0,5,0.621,13.6,-8.4948,-52.4111,757.0,cerrado,0
12,33.3,60.9,10.9,1.5,3,0.537,15.5,-6.7354,-44.449,483.0,agricultura,0
10,20.3,68.0,6.9,10.1,3,0.379,6.1,-32.8032,-58.8714,119.0,cerrado,0
3,29.0,64.8,12.0,4.5,4,0.452,13.5,-13.9273,-35.8811,48.0,cerrado,0
5,35.8,37.6,5.6,0.6,14,0.502,22.3,-1.715,-67.2202,406.0,pastagem,1
7,26.9,33.8,11.5,2.2,12,0.428,19.0,-17.6756,-73.1364,113.0,agricultura,0
8,30.4,48.0,1.7,0.1,19,0.768,20.6,-19.6595,-53.7133,740.0,floresta,0
12,24.6,73.9,2.7,5.3,4,0.853,7.9,-9.4287,-67.1643,460.0,floresta,0
11,28.1,73.0,4.5,6.6,6,0.511,10.8,-25.7032,-48.3193,1129.0,agricultura,0
12,34.5,45.8,3.3,7.6,3,0.582,13.6,2.1677,-56.6629,201.0,cerrado,1
1,36.1,75.7,3.6,19.7,3,0.611,9.8,-24.1349,-57.5578,156.0,agricultura,0
3,24.7,55.7,14.2,3.4,3,0.899,12.6,-6.5986,-55.8064,595.0,floresta,0
7,35.1,28.9,7.8,2.0,20,0.495,26.0,-7.2918,-69.1558,892.0,agricultura,1
1,30.2,58.0,6.9,7.9,5,0.552,12.8,-5.9067,-63.0118,817.0,pastagem,0
5,34.6,48.0,12.0,1.4,22,0.703,26.8,-1.1052,-56.092,1061.0,floresta,1
2,29.6,66.5,12.7,0.8,6,0.798,15.6,-13.1361,-43.4307,609.0,floresta,0
12,29.2,56.9,6.2,11.1,5,0.545,11.6,1.3215,-38.6139,322.0,agricultura,0
1,34.8,70.1,20.4,0.0,2,0.542,18.1,-9.7764,-63.147,309.0,cerrado,0
2,32.4,61.7,8.2,0.9,5,0.532,15.3,3.6014,-67.7113,872.0,cerrado,1
3,23.8,53.1,15.2,3.3,5,0.69,13.6,-29.5288,-59.3799,899.0,floresta,0
2,31.2,51.5,5.6,0.9,4,0.547,14.2,-0.9478,-59.2621,798.0,cerrado,0
7,36.6,42.9,11.7,1.6,15,0.321,24.4,-9.1514,-55.8647,343.0,pastagem,1
5,34.3,37.0,16.2,4.5,16,0.539,25.0,0.7352,-49.5159,669.0,cerrado,1
11,32.5,43.5,14.9,26.7,4,0.505,13.0,-19.6732,-57.0831,609.0,agricultura,0
4,28.8,70.2,13.9,4.7,4,0.84,13.5,-8.1817,-63.8403,601.0,floresta,0
7,33.8,32.2,5.3,2.2,5,0.406,16.9,-13.4947,-70.7564,578.0,agricultura,1
8,33.5,57.1,3.2,1.6,15,0.527,19.5,-4.0956,-41.8568,418.0,agricultura,0
8,24.9,21.2,2.8,1.3,12,0.826,16.6,-7.9792,-44.4431,277.0,floresta,1
10,27.7,57.8,6.6,4.4,4,0.498,11.8,0.9312,-39.7816,139.0,agricultura,0
3,25.3,51.6,6.2,22.7,4,0.586,7.3,-16.6732,-66.4318,2071.0,cerrado,1
7,28.3,26.3,12.9,0.0,14,0.572,22.0,-10.8776,-39.9977,268.0,cerrado,1
10,33.7,54.2,9.8,12.0,3,0.572,13.7,-0.692,-37.8613,617.0,floresta,0
11,30.0,81.2,2.9,1.6,1,0.476,9.1,-11.8234,-40.185,163.0,cerrado,0
8,32.9,39.7,18.3,1.1,16,0.95,25.5,-16.7649,-72.4671,468.0,floresta,1
8,30.7,28.5,11.2,0.3,14,0.602,22.4,-15.2392,-60.1505,515.0,cerrado,1
11,29.2,38.1,5.0,0.7,4,0.732,14.1,-3.6457,-35.2979,71.0,floresta,0
8,37.0,17.3,5.8,4.1,14,0.229,23.6,2.7113,-52.4531,70.0,urbano,1
12,24.7,53.6,24.4,2.1,2,0.557,15.5,-25.2509,-43.2182,592.0,agricultura,0
2,28.0,52.4,3.3,5.0,6,0.573,12.2,-23.5045,-61.6404,333.0,pastagem,1
5,36.5,35.3,25.3,2.5,17,0.519,29.8,-25.6669,-56.1123,110.0,cerrado,1
2,20.3,32.7,7.7,19.6,2,0.152,6.5,-25.8339,-58.6678,68.0,urbano,0
2,27.8,58.9,8.1,0.8,7,0.16,14.4,-30.6383,-42.1461,431.0,urbano,0
6,31.3,50.3,12.1,6.2,9,0.454,17.7,-2.6895,-68.0262,976.0,agricultura,1
3,27.5,79.5,2.1,6.4,7,0.402,9.9,-20.1032,-55.5982,542.0,pastagem,0
5,31.0,15.3,11.2,1.8,8,0.565,20.1,-16.8632,-38.5154,514.0,cerrado,1
6,33.6,28.4,16.0,1.0,8,0.466,22.0,-0.1104,-39.4288,510.0,agricultura,1
8,40.7,27.7,6.4,0.8,13,0.445,24.9,1.8035,-41.4144,132.0,pastagem,1
12,26.7,61.7,9.2,0.3,3,0.6,12.1,-12.278,-69.7699,22.0,pastagem,1
11,29.2,45.4,35.5,16.0,2,0.703,18.6,-29.299,-50.7875,233.0,floresta,0
5,41.0,58.2,17.2,0.2,12,0.807,25.7,-15.6604,-61.102,144.0,floresta,0
4,25.8,60.5,4.2,2.3,2,0.109,9.4,1.7113,-35.1513,153.0,urbano,0
10,35.3,58.5,6.1,13.8,1,0.524,11.6,1.2666,-50.8956,702.0,pastagem,0
2,28.0,79.1,7.5,4.3,4,0.54,10.7,-20.6463,-37.9527,876.0,pastagem,0
7,40.1,37.8,18.0,0.3,16,0.711,29.0,3.8979,-66.7969,53.0,floresta,0
6,36.0,42.8,4.2,3.4,12,0.494,20.0,-20.6752,-40.9233,44.0,cerrado,1
3,29.2,51.0,14.9,2.8,3,0.603,15.2,-2.059,-57.4127,724.0,cerrado,0
8,32.7,21.6,15.0,0.7,9,0.478,22.3,2.5773,-54.5832,601.0,agricultura,1
4,25.5,52.7,9.6,0.7,4,0.563,12.8,-28.0619,-41.0939,366.0,pastagem,0
3,28.3,86.2,18.4,2.6,4,0.454,14.0,-21.8961,-66.0326,1528.0,cerrado,0
8,36.6,45.6,4.6,1.0,17,0.866,23.2,-11.6846,-67.4826,869.0,floresta,1
3,27.9,63.3,21.0,8.1,5,0.729,15.6,-18.9856,-71.9316,644.0,cerrado,0
9,31.7,26.3,1.7,0.5,11,0.581,18.6,4.2109,-52.4065,375.0,cerrado,1
2,27.0,70.9,4.2,16.4,2,0.449,6.4,-17.6792,-46.0607,117.0,agricultura,0
6,37.0,21.7,1.7,4.2,15,0.438,22.5,-1.1565,-36.8646,937.0,agricultura,1
10,32.9,41.2,4.8,14.2,4,0.537,12.8,-25.4817,-43.262,152.0,cerrado,0
3,25.3,53.3,15.2,6.0,4,0.604,13.3,4.3589,-49.2607,551.0,cerrado,0
10,25.3,83.5,12.5,10.5,8,0.081,11.4,-5.2574,-53.665,1113.0,urbano,0
9,34.5,60.8,11.1,2.9,13,0.525,20.8,-32.47,-55.7326,159.0,cerrado,0
11,34.1,54.6,4.8,12.8,4,0.461,12.6,-26.45,-56.5134,318.0,pastagem,0
3,32.6,51.9,9.1,13.9,8,0.904,15.2,-29.1148,-41.7667,259.0,floresta,0
9,28.0,18.3,21.2,3.0,10,0.699,22.3,-10.5212,-59.7417,379.0,cerrado,1
12,26.9,60.9,4.9,10.3,1,0.539,8.0,-1.3142,-61.4253,811.0,cerrado,0
10,24.3,61.9,5.1,9.4,7,0.461,10.0,-3.162,-38.2928,138.0,cerrado,1
3,26.9,69.5,5.3,10.3,1,0.561,7.6,-11.0279,-39.1389,282.0,cerrado,0
10,34.4,70.9,10.7,5.4,2,0.564,13.9,-9.549,-44.5366,78.0,cerrado,0
2,22.3,57.6,14.2,2.4,8,0.645,14.0,2.8412,-47.8152,504.0,cerrado,0
8,26.5,44.7,16.6,0.3,21,0.465,24.5,-15.808,-59.4449,267.0,agricultura,1
6,29.7,29.6,7.5,0.2,10,0.471,18.7,-4.4821,-43.3479,55.0,cerrado,1
7,34.1,44.4,6.9,0.4,9,0.779,19.0,-29.3082,-42.5808,492.0,floresta,0
7,35.5,31.9,5.9,4.0,14,0.523,22.0,-29.7886,-53.7933,617.0,cerrado,1
1,29.7,65.5,13.6,18.5,3,0.751,10.9,-26.4723,-58.4831,286.0,floresta,0
7,37.7,42.5,2.2,2.9,13,0.711,20.8,3.4005,-69.2596,732.0,floresta,1
12,20.9,60.8,8.3,6.6,2,0.68,7.6,-4.133,-50.8438,288.0,floresta,0
6,37.8,47.5,8.3,1.3,15,0.549,23.6,1.6394,-53.1659,223.0,agricultura,0
4,26.8,41.2,15.1,2.2,3,0.571,15.0,-20.0832,-48.5119,127.0,cerrado,0
